ts,dir,hex,id,error,params,valid,note
22:15:55.748,RX,FFFFD3BE7BEFFFBBFFFFCF7DBF76EEFEBF7F1CDB7FFFDABFEFEEFE7FFBFFFBBBFBBF57CBFFFBDFF9E6DFBBDFFBFF5577FF7FDFFDFFD76AFFEFF2B7F7F2CDFFFF5BFEFFDEFDFFFF5FF5B9FFF9A5E3DFAFAFF2E7F7E9FDFFFDC77BD3EEB3F5CEBEFF777FEF9FEFAFD7FBEDFBFE7DFF9FEEE6FDFFDFDDDEDEFF9BE7FD7FF8DDFB1FFEDCF7FD73F9FBFFFF9EFF65EEF735FFFEBD76FDE7FBF7DBBFFF77BFF5FFF7FE77BF7F7777FDFEFC6E7F7FF7EAB7BF4F7EFDB2BFEF3DEFFFFFF733BFFFFFFFF5FFDFFF,211,错误码 123,EFFFBBFFFFCF7DBF76EEFEBF7F1CDB7FFFDABFEFEEFE7FFBFFFBBBFBBF57CBFFFBDFF9E6DFBBDFFBFF5577FF7FDFFDFFD76AFFEFF2B7F7F2CDFFFF5BFEFFDEFDFFFF5FF5B9FFF9A5E3DFAFAFF2E7F7E9FDFFFDC77BD3EEB3F5CEBEFF777FEF9FEFAFD7FBEDFBFE7DFF9FEEE6FDFFDFDDDEDEFF9BE7FD7FF8DDFB1FFEDCF7FD73F9FBFFFF9EFF65EEF735FFFEBD76FDE7FBF7DBBFFF77BFF5FFF7FE77BF7F7777FDFEFC6E7F7FF7EAB7BF4F7EFDB2BFEF3DEFFFFFF733BFFFFFFFF5FFDF,False,
22:15:56.044,RX,FFFFFEFDBFF2EDEEDB7FFBFF57FEBFFFF7FFFFFFDA7F567FFBDFFFFDFF83FCFFBFDFF7FDCAFB7EA7BF6F9FB9DFFFF7FF0FDF367FBFBFFBFFCF97FFFEDDBEFF7D93FFF7BE9ABDB7D65BFFBFBCDFFFFFAFFFFFEFFF77BF37DFF5FDF15F3FFDB3D6F77FEBFE7FE7B75FBE3FFFFFBE7FD7BF87FDEFFD7CFF7E5F77ECDFFDFFB73FEFDFF9F7DB43FF70D6DFFBFF7EFEFF37F3DEFFF4FFFFAFF6ECFBDFED9FFFF9FFD9DFECDFEFFFD9F7B77FDF7FFB7FBFFFF3DFDDFEFF6BDFFFFFEDBFFFFFFFBFF5FF4FFDFB6D5BF3BF76FEFFBFE7FFDFFFFFDFF3FFBFCCFFFFFEFEFFFFFE7AF6FFFFB7E7CD9A7FEFEB7FF7FFDDEEB77FBFD4FBFF7E5FFF767B6ED49FBF7FFF7F9AEF73FD,254,错误码 191,F2EDEEDB7FFBFF57FEBFFFF7FFFFFFDA7F567FFBDFFFFDFF83FCFFBFDFF7FDCAFB7EA7BF6F9FB9DFFFF7FF0FDF367FBFBFFBFFCF97FFFEDDBEFF7D93FFF7BE9ABDB7D65BFFBFBCDFFFFFAFFFFFEFFF77BF37DFF5FDF15F3FFDB3D6F77FEBFE7FE7B75FBE3FFFFFBE7FD7BF87FDEFFD7CFF7E5F77ECDFFDFFB73FEFDFF9F7DB43FF70D6DFFBFF7EFEFF37F3DEFFF4FFFFAFF6ECFBDFED9FFFF9FFD9DFECDFEFFFD9F7B77FDF7FFB7FBFFFF3DFDDFEFF6BDFFFFFEDBFFFFFFFBFF5FF4FFDFB6D5BF3BF76FEFFBFE7FFDFFFFFDFF3FFBFCCFFFFFEFEFFFFFE7AF6FFFFB7E7CD9A7FEFEB7FF7FFDDEEB77FBFD4FBFF7E5FFF767B6ED49FBF7FFF7F9AEF73,False,
22:15:56.333,RX,FFFF7FFEEF7FFFEFFFFEFFE3FDAFF695FF7FFE53FFFFF5ABCFFEFEBFBADF7FFFF77BB7FFFF5F5FC71F1F7DFFFEEFFF6F37BB7C7FFFFF7FF3FBFFF7BDDDFFFF8F7BEDA5F19BDFFFFFF77FF7F7F2E79DFFDB1FFFF7FFFF7F76BF4FFFF79BFFFF1EFFF9DFCE71FFFF7ED7FFD5DBBFFFEFFFE7FBFAFFE7FFEEFEFB7F7DFF3BC9D39CBBFBE2D7FFBF1FFBF7DFD9ABFFB7F5B8EFBF855AFAFEFE76A7FFFFCFFDEF7FF73BFFDB3BFFBEDFBA6F7FFFFAFFEFF6F7FFFA7EBBFABD7D6F97FF7B7FFFFFFEFBEBF77FFFEDF5FFFB7797DFF77F777FBFFFFFFD1FFFCEFFB2DDFF777F9FDEEBFF8B6FDFEBBD7E7FFAFB97FB7DAF77F8F6DFFFFF7DA33FDFBDFFFFD5E7F7FFEF77FB7FBB,127,错误码 239,7FFFEFFFFEFFE3FDAFF695FF7FFE53FFFFF5ABCFFEFEBFBADF7FFFF77BB7FFFF5F5FC71F1F7DFFFEEFFF6F37BB7C7FFFFF7FF3FBFFF7BDDDFFFF8F7BEDA5F19BDFFFFFF77FF7F7F2E79DFFDB1FFFF7FFFF7F76BF4FFFF79BFFFF1EFFF9DFCE71FFFF7ED7FFD5DBBFFFEFFFE7FBFAFFE7FFEEFEFB7F7DFF3BC9D39CBBFBE2D7FFBF1FFBF7DFD9ABFFB7F5B8EFBF855AFAFEFE76A7FFFFCFFDEF7FF73BFFDB3BFFBEDFBA6F7FFFFAFFEFF6F7FFFA7EBBFABD7D6F97FF7B7FFFFFFEFBEBF77FFFEDF5FFFB7797DFF77F777FBFFFFFFD1FFFCEFFB2DDFF777F9FDEEBFF8B6FDFEBBD7E7FFAFB97FB7DAF77F8F6DFFFFF7DA33FDFBDFFFFD5E7F7FFEF77FB7F,False,
22:15:56.614,RX,FFFFBFDEFEFF7DEFFFF7F5EE73F77BF7DFFFDFC7EDFFF757FFF7FFD3FEDFFF7FFB77BFFDD3FFF4E07FD7FBFBFEFEDAFFDDE6DE9EFB7BCEF6F7FBFDDFDFFDEB8FF5DEFFFB7BFFDF5FEFFEFA7B5BEF73EBEFDEFDDF2CFDD8FF4777FAFBFE6CDC737DFDEBFEFF7FEBFF773EF7DBFBDFBCE3FBDFEFB97F6FD37DFF1DDBFDB3EFAB7BF7F9FCBEF78FEFDB689F8F7BF9BFCFFF4F1EFFAFF7FFBDFE97AFF76EFDF6BF6FFBFAFCBEDD3BF8F3EFEFFF6DD7FFFFFF1FFFCFD57FD2E7FFBFD7D7FFFFAF6BBBBAFFFBFB5FFEF47BEFFFDFFBF5DA7FEFFF1FD7FA7FFFD6FFCC9FDBFF5FFEB9F0D7ADEB,191,错误码 254,FF7DEFFFF7F5EE73F77BF7DFFFDFC7EDFFF757FFF7FFD3FEDFFF7FFB77BFFDD3FFF4E07FD7FBFBFEFEDAFFDDE6DE9EFB7BCEF6F7FBFDDFDFFDEB8FF5DEFFFB7BFFDF5FEFFEFA7B5BEF73EBEFDEFDDF2CFDD8FF4777FAFBFE6CDC737DFDEBFEFF7FEBFF773EF7DBFBDFBCE3FBDFEFB97F6FD37DFF1DDBFDB3EFAB7BF7F9FCBEF78FEFDB689F8F7BF9BFCFFF4F1EFFAFF7FFBDFE97AFF76EFDF6BF6FFBFAFCBEDD3BF8F3EFEFFF6DD7FFFFFF1FFFCFD57FD2E7FFBFD7D7FFFFAF6BBBBAFFFBFB5FFEF47BEFFFDFFBF5DA7FEFFF1FD7FA7FFFD6FFCC9FDBFF5FFEB9F0D7AD,False,
22:15:56.909,RX,FFFFFFFF6D7B7FFBF7DFFDFF9FFFFFFBFEEFDFBFFDCC7EDFA7DFF7FDFFFFDFEFF65FBDFAFFE17ED7D77FDEFFFFFFBFB3FAFD9DFFB6EDFEFFFFFFC8F5FFECFE3AFFEF775AFDFDDFFCFDC0D777FFF777EFE7FDCFF1D7FFF7DDFFCFAEEFFFCF9FFFF7FFFFFFEDF73FBFFFFEDBE9BFFFEF7FFFFFFEFFBFEEFFFFBFF95B7FEEEC769C7EFFBEEDFFB7BFFEFFEDFCFEBF7F37E6FFFFFFAFFFF77AFFCEBEDFFDAFFFDF6E5FFF3EF6B7FBCFBF7FFDF7B7BAFCF0FDFFF3F7377FDEFFEF3FDFDFDE7B0DBFFEF9F5B77FFEFFBFFFF6BDD07FF636D757FEDBD4AA98BBFFAD7EF7F7FFFFFFFF7FEFFE2FCB9FCFFEFCFFD8F7EFF7FFFF7F84FB9FAEF3FDEFEF2F7DFBF7A6AD4FFDF43F6FFF,255,错误码 109,7B7FFBF7DFFDFF9FFFFFFBFEEFDFBFFDCC7EDFA7DFF7FDFFFFDFEFF65FBDFAFFE17ED7D77FDEFFFFFFBFB3FAFD9DFFB6EDFEFFFFFFC8F5FFECFE3AFFEF775AFDFDDFFCFDC0D777FFF777EFE7FDCFF1D7FFF7DDFFCFAEEFFFCF9FFFF7FFFFFFEDF73FBFFFFEDBE9BFFFEF7FFFFFFEFFBFEEFFFFBFF95B7FEEEC769C7EFFBEEDFFB7BFFEFFEDFCFEBF7F37E6FFFFFFAFFFF77AFFCEBEDFFDAFFFDF6E5FFF3EF6B7FBCFBF7FFDF7B7BAFCF0FDFFF3F7377FDEFFEF3FDFDFDE7B0DBFFEF9F5B77FFEFFBFFFF6BDD07FF636D757FEDBD4AA98BBFFAD7EF7F7FFFFFFFF7FEFFE2FCB9FCFFEFCFFD8F7EFF7FFFF7F84FB9FAEF3FDEFEF2F7DFBF7A6AD4FFDF43F6F,False,
22:15:57.198,RX,FFFFFFFEFAEFEDFF7FF7FF3FFFDFDDEFFEFDFFDFDFFD8DFFEEFF3EFFFFDBF9FDF5F9E376BAE27FD6BFFB6F0FDEFFFFEFFCAFDFDBBF37FFDFFFFFFF7F5BFBFBFFDFF7FF16E44FFF6E9FFBF7F7E6EFFBBF7FD5FFFFDD7BBFB8D9FEFFDFDFDFFA3F7BFFF53CDCFB7EBF2FF4EB7BD7E9D7F6E7E6DEFFEFFEF5FFBFCE7DD7BE7B7DB6DA6FBBFFFDF5F36FB7FFF97FFF3DBF7BFFDBDE36FFFBCFF75EEFFBE7BF7BEF6FFE7DEFB5FFFCDFBFE5DBFF7BF7AF3FEFB92FEED7FFF3F9DF7E9EFFDE7BFCACDEFEFE8E769B72BE0FDE4DFFFFF75FEFF776EFCBEBD7EEEFBEBFFFFF9F7FFFAF9EFF6BFBB6FFBDDFDFDE77F56DF5FB3FFFF679F99BF97F97BDE3F7FFFFEEDBFEFD7FFFFF,255,错误码 250,EFEDFF7FF7FF3FFFDFDDEFFEFDFFDFDFFD8DFFEEFF3EFFFFDBF9FDF5F9E376BAE27FD6BFFB6F0FDEFFFFEFFCAFDFDBBF37FFDFFFFFFF7F5BFBFBFFDFF7FF16E44FFF6E9FFBF7F7E6EFFBBF7FD5FFFFDD7BBFB8D9FEFFDFDFDFFA3F7BFFF53CDCFB7EBF2FF4EB7BD7E9D7F6E7E6DEFFEFFEF5FFBFCE7DD7BE7B7DB6DA6FBBFFFDF5F36FB7FFF97FFF3DBF7BFFDBDE36FFFBCFF75EEFFBE7BF7BEF6FFE7DEFB5FFFCDFBFE5DBFF7BF7AF3FEFB92FEED7FFF3F9DF7E9EFFDE7BFCACDEFEFE8E769B72BE0FDE4DFFFFF75FEFF776EFCBEBD7EEEFBEBFFFFF9F7FFFAF9EFF6BFBB6FFBDDFDFDE77F56DF5FB3FFFF679F99BF97F97BDE3F7FFFFEEDBFEFD7FFF,False,
22:15:57.459,RX,FFFFBF777FFEFFD8F7A5FB7FEEFFEEAC3FF5FEFB6FEFFE777EFFF8FBFBD9771BBDBFFCB6FFFD6EBBF6FDFBADFFEFD3BFDFFFEED7FFF1FFF75DFBFF8FEFB7BFD575FFD6BDEEFEF6FDEFFFE27EFCFF5F5F7FF37CFD3FFFBEF7F7CECF77FBEFCBFF5DEFE7FFDFFE3FCFFF5BB1D6DF5E7AFBFF7AFDEDEFF5FBDEFF9FFBBE,191,错误码 127,FEFFD8F7A5FB7FEEFFEEAC3FF5FEFB6FEFFE777EFFF8FBFBD9771BBDBFFCB6FFFD6EBBF6FDFBADFFEFD3BFDFFFEED7FFF1FFF75DFBFF8FEFB7BFD575FFD6BDEEFEF6FDEFFFE27EFCFF5F5F7FF37CFD3FFFBEF7F7CECF77FBEFCBFF5DEFE7FFDFFE3FCFFF5BB1D6DF5E7AFBFF7AFDEDEFF5FBDEFF9FFB,False,
22:15:57.715,RX,FFFFF7BEFE4BBBFF7E7F64FBB7F7FFFF774BF9FBFFDFFBFDEFEFDFEFFEBFD5FEFBFFBDF7F1FB7FBCFF7EFADB4F73FB7F5D7EFB97BD77BFBF7EFEFEF4EB7BDFFFFFFFFE7EFDDD7F7E7B87FBEEBEEBBFF3F6EBDFFF3BFFFF571F7FFBDDE9EEFAF9EDD367DEFFAD77FE9FFFF0EFDFBFFBF3EBFE9FFFFCF5FFFFFFF9EEFEFFEDFFFFFFA7FFFFFEFF3F5FC7CB9FDEEFBFE9FFFECFF8FFFF9FD6DFCF57ADEC7DEFE3FAFD95BFFFFF63EDE3FF0FF9FFFFFDBCFEFF7FBFFD3C7F7EF77F26FFF7F7DBFEFFDCFFFF,247,错误码 254,4BBBFF7E7F64FBB7F7FFFF774BF9FBFFDFFBFDEFEFDFEFFEBFD5FEFBFFBDF7F1FB7FBCFF7EFADB4F73FB7F5D7EFB97BD77BFBF7EFEFEF4EB7BDFFFFFFFFE7EFDDD7F7E7B87FBEEBEEBBFF3F6EBDFFF3BFFFF571F7FFBDDE9EEFAF9EDD367DEFFAD77FE9FFFF0EFDFBFFBF3EBFE9FFFFCF5FFFFFFF9EEFEFFEDFFFFFFA7FFFFFEFF3F5FC7CB9FDEEFBFE9FFFECFF8FFFF9FD6DFCF57ADEC7DEFE3FAFD95BFFFFF63EDE3FF0FF9FFFFFDBCFEFF7FBFFD3C7F7EF77F26FFF7F7DBFEFFDCFF,False,
22:15:57.954,RX,FFFFDBB5FF3FDFDFD7FFEEF77DFBDF2FA8DFFDF7F7FB9C9DCFBFFEE7FDDBFFBBFE7DFDFFFCB9F6E5D86FF3FFDDBF77FBF7FFFFEFFD77FF7BBEFFDEF9DCDFF9779A9FF7FDD7EF3CFF17FEF577FFF7FDFFB4EFFCBFB5FDF9AFFD6BB7CBFFFFEEFF7B78FADFEBB6FFEF37BFFDDFFFFFFFF7FF7FEFFFF7FE7FDF9FBFFDB7BDFFBDDF1FB0ED47FDEFFFFFF379F7FFDFEFDDFFFFCFDFFB2FF77DEDCEFE79FEFFFFFFDEECEFFF2F7DBFFDBCF77BDEFFFFAD7FAAFF9EDDEBFBFBF7FBDFDF,219,错误码 255,3FDFDFD7FFEEF77DFBDF2FA8DFFDF7F7FB9C9DCFBFFEE7FDDBFFBBFE7DFDFFFCB9F6E5D86FF3FFDDBF77FBF7FFFFEFFD77FF7BBEFFDEF9DCDFF9779A9FF7FDD7EF3CFF17FEF577FFF7FDFFB4EFFCBFB5FDF9AFFD6BB7CBFFFFEEFF7B78FADFEBB6FFEF37BFFDDFFFFFFFF7FF7FEFFFF7FE7FDF9FBFFDB7BDFFBDDF1FB0ED47FDEFFFFFF379F7FFDFEFDDFFFFCFDFFB2FF77DEDCEFE79FEFFFFFFDEECEFFF2F7DBFFDBCF77BDEFFFFAD7FAAFF9EDDEBFBFBF7FBDF,False,
22:15:58.233,RX,FFFFFFF7A7FFE7EF7EFFFFFFFF6B7D6FFFEFE9FB7EEDB3FFE5EDDDC7DFFDBE6EFFFFFFBFFFDFFFD61FEFFBBFF7DF6EDFE1FFFFBEFFFAF7B7DFFDBD6FFFF6BDFFFF7CBBF7FA3ABD77BAFE6FFFD1FFFEE2BBFFBFFFF8FD7E7FD6FF7BEBFFAFF7AD7FFBDFFFFFBE27FD7FF7FFEFEFFFDBDEBFFEBFFEEEFF7BFFDDFFBFCEF6AEE677DFFFF7FED2FDFADB5F9BFDEFFDEBFBFFBF9EDF3DF5FEFBFDFBCEF7E7F6CFFFEDF7BBFFBFB7FDFFBBFBF7EDFF77EFDFE6EF3EFFFFBBFF3F9EDEBFCFFBB6FEEEDBF7F1D3FDBDB677DF3DFBADFFFFF7DFEF7FFDEE7734FEEFDFBDFFFDBFF3FFF7FFFFBFFBFFFDFEDC7ABE7FEF69DFFFDDFFFFDE76FFFFFF5FFFEEFDABFF,255,错误码 167,FFE7EF7EFFFFFFFF6B7D6FFFEFE9FB7EEDB3FFE5EDDDC7DFFDBE6EFFFFFFBFFFDFFFD61FEFFBBFF7DF6EDFE1FFFFBEFFFAF7B7DFFDBD6FFFF6BDFFFF7CBBF7FA3ABD77BAFE6FFFD1FFFEE2BBFFBFFFF8FD7E7FD6FF7BEBFFAFF7AD7FFBDFFFFFBE27FD7FF7FFEFEFFFDBDEBFFEBFFEEEFF7BFFDDFFBFCEF6AEE677DFFFF7FED2FDFADB5F9BFDEFFDEBFBFFBF9EDF3DF5FEFBFDFBCEF7E7F6CFFFEDF7BBFFBFB7FDFFBBFBF7EDFF77EFDFE6EF3EFFFFBBFF3F9EDEBFCFFBB6FEEEDBF7F1D3FDBDB677DF3DFBADFFFFF7DFEF7FFDEE7734FEEFDFBDFFFDBFF3FFF7FFFFBFFBFFFDFEDC7ABE7FEF69DFFFDDFFFFDE76FFFFFF5FFFEEFDAB,False,
22:15:58.498,RX,FFFF7ABEFEFFFE97DBFAF3FFA7DEFDFD6BFB2FF3BBFFFBFFFE7F77EFEFB3FFF7FFDDFE9E7FFFFFFFBBFFFE8667DDEDEFF7FFFDEBDEBFFCFFFDD56BBAAFFDDBECFEF36FF7EF3F9FFF77FBB7AB9FFF6DFDBBBEBFDF6FF7FDFDFBFFBFBDFAFFCFDF6DFFFF373BC5FFFFB6F7FFFFFFE7BDFFDDFF3FFFFD9FFF7BF7FAFFBEBFDF37FFFFFFEF77DEFDEDF9AFFEBBBCFF5FECE9FFFF51FDF7FFFFF7F7EF6BE7EF3FFFF7DFFBCFFFE5DDDEFFFFFFFA6F7EEF77DBEFFFBFF6FECAFDDFEFFDBBFBEDE5DF67FB54FF,122,错误码 254,FFFE97DBFAF3FFA7DEFDFD6BFB2FF3BBFFFBFFFE7F77EFEFB3FFF7FFDDFE9E7FFFFFFFBBFFFE8667DDEDEFF7FFFDEBDEBFFCFFFDD56BBAAFFDDBECFEF36FF7EF3F9FFF77FBB7AB9FFF6DFDBBBEBFDF6FF7FDFDFBFFBFBDFAFFCFDF6DFFFF373BC5FFFFB6F7FFFFFFE7BDFFDDFF3FFFFD9FFF7BF7FAFFBEBFDF37FFFFFFEF77DEFDEDF9AFFEBBBCFF5FECE9FFFF51FDF7FFFFF7F7EF6BE7EF3FFFF7DFFBCFFFE5DDDEFFFFFFFA6F7EEF77DBEFFFBFF6FECAFDDFEFFDBBFBEDE5DF67FB54,False,
22:15:58.785,RX,FFFF77F7FDB77FEFF3FFDDDFFFEFCFFFFFBFE9FB9E7DDDFB7DFBB7B3FF7FFFEFD7CFFFFDFF75EBEEFEEDFBF5FE9F7FFB7DDFB77FFFFFFFDFFFF7FD7FF97FDEF63DFAEDFF7F7FFFF3E3FBF9FBF9AEBEB9F7BFFFFEBDEFD7FF7EFCDFF7EFFFFDFFFF7FFFAAFF3FFEAFF7FFFFFB7BFFFFEFDF77FBFFD5D7D9FEFF7CBF1BFEDFE77FF775FEBF7B75F7DFFD7FFFFFBDEFFF9FE7F7BFFAFD7FFFBFFFFFFFFFFEFEFFEBFFFBEDEBFBCFF7BFF7FF3F9FEEECFE7BFFBFEFFD7FF6F7B47BFEE7BFF7BBFEDF1FED7DFF5F7D7E5AF2FDFDA7BDF46FFEFF6F3F796FF7F3BFFFFCFCEF16ABFFFDBBDFFFCFDFFFF7DFEFFEEFF89BFF36FFB7FBFFFCFCEFFF6EFFFFFBFF,119,错误码 253,B77FEFF3FFDDDFFFEFCFFFFFBFE9FB9E7DDDFB7DFBB7B3FF7FFFEFD7CFFFFDFF75EBEEFEEDFBF5FE9F7FFB7DDFB77FFFFFFFDFFFF7FD7FF97FDEF63DFAEDFF7F7FFFF3E3FBF9FBF9AEBEB9F7BFFFFEBDEFD7FF7EFCDFF7EFFFFDFFFF7FFFAAFF3FFEAFF7FFFFFB7BFFFFEFDF77FBFFD5D7D9FEFF7CBF1BFEDFE77FF775FEBF7B75F7DFFD7FFFFFBDEFFF9FE7F7BFFAFD7FFFBFFFFFFFFFFEFEFFEBFFFBEDEBFBCFF7BFF7FF3F9FEEECFE7BFFBFEFFD7FF6F7B47BFEE7BFF7BBFEDF1FED7DFF5F7D7E5AF2FDFDA7BDF46FFEFF6F3F796FF7F3BFFFFCFCEF16ABFFFDBBDFFFCFDFFFF7DFEFFEEFF89BFF36FFB7FBFFFCFCEFFF6EFFFFFB,False,
22:15:59.039,RX,FFFF4BDFFE7EDFFFBFF44EDFDEFB3FF1DEFCBED3EEBF4FFBF9FDFFDFF6ABDECFFCFFBFFFFFFEF77FF7E7EDFFFE57FDF4BFDDBF76FCEF8DEFFBFF37FBFFDEFA6DF6FFFCDBFEF5EF93FFFFFBF5BFFF7FFCEFB557FDFEFFCFFBDFEF2CFFFDF7BE2FDDEFFCDDEF1FFFFBFE7F9EEBEEEEFFFFFFFF7FDDF66E6BA7DBF87FF1CFEDBB7F3BFFC77EEFFEDDF9AEAFBFCFAF7AAEFFFF5EFBE7DB756B6FF37BEFB3DFFEBFB7FEFF7DFFBE7BF6FDBCFFFFA77E73FFFA6FBEFD3F7FF7D73FF7FFFDEF33FF7F9FFB9FDFFDFFFBF4FDDEDFDF9FFFF7EFECF9FDEBFA97FF9D3FFFFBFE7E9FF77BFFFEAB3FBF,75,错误码 254,7EDFFFBFF44EDFDEFB3FF1DEFCBED3EEBF4FFBF9FDFFDFF6ABDECFFCFFBFFFFFFEF77FF7E7EDFFFE57FDF4BFDDBF76FCEF8DEFFBFF37FBFFDEFA6DF6FFFCDBFEF5EF93FFFFFBF5BFFF7FFCEFB557FDFEFFCFFBDFEF2CFFFDF7BE2FDDEFFCDDEF1FFFFBFE7F9EEBEEEEFFFFFFFF7FDDF66E6BA7DBF87FF1CFEDBB7F3BFFC77EEFFEDDF9AEAFBFCFAF7AAEFFFF5EFBE7DB756B6FF37BEFB3DFFEBFB7FEFF7DFFBE7BF6FDBCFFFFA77E73FFFA6FBEFD3F7FF7D73FF7FFFDEF33FF7F9FFB9FDFFDFFFBF4FDDEDFDF9FFFF7EFECF9FDEBFA97FF9D3FFFFBFE7E9FF77BFFFEAB3F,False,
22:15:59.371,RX,FFFF9FDFAFFBF7DEFFDFBFBFFF6FFFC7EAFFF2FF73FFFEFBFAD3DE7FEFEFFDFDFF536FDBE3DD3FB3AF9BFF63F5FDFFFFEFFFFFFFEFFB7FFFDBFFD7DF93F7FFB3FFFFFDB961DFED75BBF9FDFFED37DFF6BD99EFB7FFF6FF7EFF7BFAFFFFF7FFBABF9B8DF5BFBFF7EFFFEF7FFDDFEFFFDF77FDFFEBADBBBFFBFDBEBF3F7B9EEFF6BFFFFBFFCFFD3FCBDF7BFEBC5E77FBDDBFFBFEDD7BFF75F5EFFFFEFAFBEFDFFF4F7FF7BFEFE7FADF3BFDBFFC7FEF6EB7FFFFDBFDFE7FF51F756F7FFDBEFF3FFBDFFFF76F9B9FFFFFCFFE7F7FFFEEFFFFFFFF75FFADE3CFFFFF9F7FFF94B3F357BFBFFBFF,159,错误码 175,FBF7DEFFDFBFBFFF6FFFC7EAFFF2FF73FFFEFBFAD3DE7FEFEFFDFDFF536FDBE3DD3FB3AF9BFF63F5FDFFFFEFFFFFFFEFFB7FFFDBFFD7DF93F7FFB3FFFFFDB961DFED75BBF9FDFFED37DFF6BD99EFB7FFF6FF7EFF7BFAFFFFF7FFBABF9B8DF5BFBFF7EFFFEF7FFDDFEFFFDF77FDFFEBADBBBFFBFDBEBF3F7B9EEFF6BFFFFBFFCFFD3FCBDF7BFEBC5E77FBDDBFFBFEDD7BFF75F5EFFFFEFAFBEFDFFF4F7FF7BFEFE7FADF3BFDBFFC7FEF6EB7FFFFDBFDFE7FF51F756F7FFDBEFF3FFBDFFFF76F9B9FFFFFCFFE7F7FFFEEFFFFFFFF75FFADE3CFFFFF9F7FFF94B3F357BFBFFB,False,
22:15:59.611,RX,FFFFEE7FFDBFFF7DFFDF7BFFE57EFBFFFFDFFFEFD7EFBB7FF5BDD0EFCFFD9EFBDCFFDB6EFFAEFDFFBFFDEFFFFFFFFEF9A9EB7F7FFFFFB6E9FBFFBFDFFFF5FFFFFDFEC5EF9FFBEDFDB2FFF6BFBF0F7FFF2EFFFF6DFFF7FFEFFFFE2FF7FBFFFF7FBFBF94AD33FFF7F6FF7AFB75FF7FFDBFEFFFFC5FF7BEEBBFF3FDFD9FDFDDFBFFFFE7ECF7,238,错误码 253,BFFF7DFFDF7BFFE57EFBFFFFDFFFEFD7EFBB7FF5BDD0EFCFFD9EFBDCFFDB6EFFAEFDFFBFFDEFFFFFFFFEF9A9EB7F7FFFFFB6E9FBFFBFDFFFF5FFFFFDFEC5EF9FFBEDFDB2FFF6BFBF0F7FFF2EFFFF6DFFF7FFEFFFFE2FF7FBFFFF7FBFBF94AD33FFF7F6FF7AFB75FF7FFDBFEFFFFC5FF7BEEBBFF3FDFD9FDFDDFBFFFFE7EC,False,
