t_s,w_kg,w_g
15.250118,0.035000,35.000
16.104298,0.000000,0.000
16.959501,0.046000,46.000
2.171384,0.046000,46.000
6.626286,0.046000,46.000
11.560958,0.046000,46.000
15.540443,0.046000,46.000
19.525453,0.046000,46.000
24.460826,0.046000,46.000
29.391291,0.046000,46.000
34.320560,0.046000,46.000
38.306255,0.046000,46.000
43.235564,0.046000,46.000
48.166461,0.046000,46.000
52.626634,0.046000,46.000
54.426220,0.081000,81.000
59.356089,0.081000,81.000
